image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,color_num_dominant_colors,color_largest_segment_ratio,color_color_balance,color_compactness,color_segment_2_ratio,lbp_entropy,orb_count,orb_spread,learned_type,learned_confidence,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
1410,network_graph,0.9744642857142857,0.32663260060936244,0.92352235,0.13862781954887218,networked,"Network graph with 271 nodes and 247 edges, density 0.01",271.0,247.0,0.006751400847341806,1.8228782287822878,False,5,0.3475211127670144,0.8935547328034078,15301513.821504056,0.3083755588673621,4.11447067132969,500,0.34310202572060394,network_graph,0.9744642857142857,"Freud's Psychosexual Stages, Grid Diagram, elements: Six labeled sections representing different stages: Oral, Anal, Phallic, Latency, and Genital, each with age ranges and key characteristics, accompanied by illustrations of children and adults.","Freud's Psychosexual Stages, Grid Diagram, elements: Six labeled sections representing different stages: Oral, Anal, Phallic, Latency, and Genital, each with age ranges and key characteristics, accompanied by illustrations of children and adults. [Visual Analysis: Network graph with 271 nodes and 247 edges, density 0.01]",,,,,,,,
1411,network_graph,0.9605357142857143,0.17121248218262025,0.5252194,0.0515625,networked,"Network graph with 126 nodes and 142 edges, density 0.02",126.0,142.0,0.01803174603174603,2.253968253968254,True,2,0.5007398834019204,0.8009729811346777,98325626.95279811,0.3769675925925926,2.2261045446889205,500,0.17471438563783934,network_graph,0.9605357142857143,"Piaget's Theory of Cognitive Development, , elements: Title at the top, centered. Image of Piaget to the left. Simple design with a purple background.","Piaget's Theory of Cognitive Development, , elements: Title at the top, centered. Image of Piaget to the left. Simple design with a purple background. [Visual Analysis: Network graph with 126 nodes and 142 edges, density 0.02]",,,,,,,,
1412,network_graph,0.9589285714285714,0.3161531432790919,0.49586678,0.08611111111111111,radial,"Pie chart with 14 segments, unlabeled",,,,,,3,0.7354084683641975,0.7279694367006935,217425765.53999105,0.14994020061728394,2.832928492920297,500,0.3058179642672384,network_graph,0.9589285714285714,"Value Chain Analysis for Tech Start-up, Quadrant Diagram, elements: Four quadrants labeled: Identify Key Activities, Analyze Cost Drivers, Identify Inefficiencies, and Implement Improvements, with corresponding items and activities described in each quadrant.","Value Chain Analysis for Tech Start-up, Quadrant Diagram, elements: Four quadrants labeled: Identify Key Activities, Analyze Cost Drivers, Identify Inefficiencies, and Implement Improvements, with corresponding items and activities described in each quadrant. [Visual Analysis: Pie chart with 14 segments, unlabeled]",14.0,False,True,True,,,,
1413,network_graph,0.948,0.3377529677085466,0.52546555,0.12103505843071787,networked,"Network graph with 247 nodes and 484 edges, density 0.02",247.0,484.0,0.015931009512524276,3.919028340080972,True,4,0.691696851490666,0.7509389287715953,9685872.760040067,0.1424192970584723,3.284282902412241,500,0.34692355779823203,network_graph,0.948,"Three Levels of Personal Moral Development, Hierarchical Diagram, elements: Three levels presented side by side: Level 1 (Pre-conventional) includes rules and personal interests; Level 2 (Conventional) focuses on expectations of others; Level 3 (Post-conventional) highlights universal principles and ethical standards.","Three Levels of Personal Moral Development, Hierarchical Diagram, elements: Three levels presented side by side: Level 1 (Pre-conventional) includes rules and personal interests; Level 2 (Conventional) focuses on expectations of others; Level 3 (Post-conventional) highlights universal principles and ethical standards. [Visual Analysis: Network graph with 247 nodes and 484 edges, density 0.02]",,,,,,,,
1414,network_graph,0.98,0.2870389624537256,0.8184936,0.03925879396984925,networked,"Network graph with 383 nodes and 377 edges, density 0.01",383.0,377.0,0.00515358221809085,1.968668407310705,False,4,0.6657142857142857,0.7658523364661258,20343048.75022538,0.10849206349206349,3.9257263680324828,500,0.3135861173196535,network_graph,0.98,"Stages of Psychosocial Development, Linear Diagram, elements: Steps labeled with age groups: infant, toddler, preschooler, grade-schooler, teenager, young adult, middle-age adult, older adult. Each step has a psychosocial challenge (e.g., trust vs. mistrust, initiative vs. guilt) and indicates increase in complexity.","Stages of Psychosocial Development, Linear Diagram, elements: Steps labeled with age groups: infant, toddler, preschooler, grade-schooler, teenager, young adult, middle-age adult, older adult. Each step has a psychosocial challenge (e.g., trust vs. mistrust, initiative vs. guilt) and indicates increase in complexity. [Visual Analysis: Network graph with 383 nodes and 377 edges, density 0.01]",,,,,,,,
1415,network_graph,0.9205773809523811,0.22114059477081982,0.41384864,0.0453125,networked,"Network graph with 113 nodes and 248 edges, density 0.04",113.0,248.0,0.039190897597977246,4.389380530973451,True,3,0.605214,0.7825513099593377,36379481.14687058,0.229041,2.3816917566512417,500,0.3103574958261515,network_graph,0.9205773809523811,"Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure with five levels labeled: physiological at the base, safety, social, ego, and self-actualization at the top, with descriptions of needs associated with each level.","Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure with five levels labeled: physiological at the base, safety, social, ego, and self-actualization at the top, with descriptions of needs associated with each level. [Visual Analysis: Network graph with 113 nodes and 248 edges, density 0.04]",,,,,,,,
1416,network_graph,0.9573392857142856,0.21557838568385096,0.38943872,0.0,networked,"Network graph with 95 nodes and 103 edges, density 0.02",95.0,103.0,0.02306830907054871,2.168421052631579,True,3,0.4906589370446108,0.8286098196853702,8319967.627109654,0.23643510889634498,2.417872684037393,500,0.30266873909765496,network_graph,0.9573392857142856,"Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure with layers labeled from bottom to top: physiological, safety, belonging and love, esteem, self-actualization, and transcendence at the apex.","Maslow's Hierarchy of Needs, Pyramid Diagram, elements: Pyramid structure with layers labeled from bottom to top: physiological, safety, belonging and love, esteem, self-actualization, and transcendence at the apex. [Visual Analysis: Network graph with 95 nodes and 103 edges, density 0.02]",,,,,,,,
1417,network_graph,0.9694166666666666,0.27132577004659714,0.26735187,0.09761904761904762,networked,"Network graph with 143 nodes and 198 edges, density 0.02",143.0,198.0,0.01950162513542795,2.769230769230769,True,3,0.7880945769032411,0.7042560183649227,3190237.2976500243,0.10862062125600032,2.560987428201956,500,0.23604356011738586,network_graph,0.9694166666666666,"Git/Gerrit Work Flow with Jenkins Continuous Integration, Flowchart, elements: Developer submits code, which is processed in the repository. Feedback loops include verification results, builds, and comments from a developer and an admin. Key components are represented with arrows indicating the direction of the workflow.","Git/Gerrit Work Flow with Jenkins Continuous Integration, Flowchart, elements: Developer submits code, which is processed in the repository. Feedback loops include verification results, builds, and comments from a developer and an admin. Key components are represented with arrows indicating the direction of the workflow. [Visual Analysis: Network graph with 143 nodes and 198 edges, density 0.02]",,,,,,,,
1418,network_graph,0.9716666666666666,0.16741327186760596,0.49516988,0.10348583877995643,networked,"Network graph with 45 nodes and 82 edges, density 0.08",45.0,82.0,0.08282828282828283,3.6444444444444444,True,2,0.8034284489556156,0.696718169824186,87209533.90738195,0.10774992988045279,2.2239824834713593,500,0.31480571846223654,network_graph,0.9716666666666666,"Personal SWOT Analysis, Circular Diagram, elements: Four circles labeled S (Strengths), W (Weaknesses), O (Opportunities), T (Threats) arranged in a horizontal line, with arrows pointing downwards to their respective full words, and the title 'HOW TO DO A PERSONAL ANALYSIS' prominently displayed above.","Personal SWOT Analysis, Circular Diagram, elements: Four circles labeled S (Strengths), W (Weaknesses), O (Opportunities), T (Threats) arranged in a horizontal line, with arrows pointing downwards to their respective full words, and the title 'HOW TO DO A PERSONAL ANALYSIS' prominently displayed above. [Visual Analysis: Network graph with 45 nodes and 82 edges, density 0.08]",,,,,,,,
1419,network_graph,0.9268333333333334,0.47543396577562547,0.9051767,0.1578719723183391,networked,"Network graph with 319 nodes and 531 edges, density 0.01",319.0,531.0,0.010469036493759982,3.329153605015674,True,5,0.35340314136125656,0.8974907603516201,13833617.895408928,0.26889973028716485,4.059802191256463,500,0.3240962427137122,network_graph,0.9268333333333334,"Piaget's Stages of Cognitive Development Theory, Grid, elements: Four quadrants illustrating stages: Sensory-Motor (0-2 years), Pre-Operational (2-7 years), Concrete Operational (7-12 years), and Formal Operations (12 years and above), each accompanied by relevant illustrations.","Piaget's Stages of Cognitive Development Theory, Grid, elements: Four quadrants illustrating stages: Sensory-Motor (0-2 years), Pre-Operational (2-7 years), Concrete Operational (7-12 years), and Formal Operations (12 years and above), each accompanied by relevant illustrations. [Visual Analysis: Network graph with 319 nodes and 531 edges, density 0.01]",,,,,,,,
1420,network_graph,0.9497698412698413,0.3274644266663636,0.80093676,0.3525046382189239,radial,"Pie chart with 18 segments, labeled",,,,,,3,0.43914788514973757,0.8203567343316074,43345737.646442175,0.3951219512195122,3.929797427949101,500,0.3445693844491912,network_graph,0.9497698412698413,"Psychosocial Stages of Development, Table, elements: Columns labeled: Stage, Part of the Body, Conflicts/Experiences, and Adult Traits Associated with Problems; rows outline stages of development from Oral to Genital with corresponding details.","Psychosocial Stages of Development, Table, elements: Columns labeled: Stage, Part of the Body, Conflicts/Experiences, and Adult Traits Associated with Problems; rows outline stages of development from Oral to Genital with corresponding details. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
1421,network_graph,0.9618333333333333,0.2742574561104376,0.7515361,0.11458333333333333,networked,"Network graph with 129 nodes and 271 edges, density 0.03",129.0,271.0,0.03282461240310078,4.2015503875969,True,2,0.6451548032407407,0.7588986659472128,114053824.83853304,0.26671875,3.900416797989384,500,0.2580767206167048,network_graph,0.9618333333333333,"Change Curve of Emotions During Transformation, Line Graph, elements: Curve graph showing emotional stages over time: Denial, Shock, Blaming Others, Self-Doubt, Confusion, Depression, Experiment, Acceptance/Decision, Integration. Y-axis labeled 'Self-Esteem, Competence, Morale'; X-axis labeled 'Time'.","Change Curve of Emotions During Transformation, Line Graph, elements: Curve graph showing emotional stages over time: Denial, Shock, Blaming Others, Self-Doubt, Confusion, Depression, Experiment, Acceptance/Decision, Integration. Y-axis labeled 'Self-Esteem, Competence, Morale'; X-axis labeled 'Time'. [Visual Analysis: Network graph with 129 nodes and 271 edges, density 0.03]",,,,,,,,
1422,network_graph,0.940702380952381,0.3541074227564839,0.7615963,0.4027777777777778,networked,"Network graph with 132 nodes and 251 edges, density 0.03",132.0,251.0,0.029030765671987046,3.803030303030303,True,3,0.4599168565538194,0.8098577795932467,51199511.796137184,0.3988511827256944,3.6791364751116484,500,0.32312914394269954,network_graph,0.940702380952381,"Social Constructivism Principles, , elements: Title at the top: 'The guiding principles of Social constructivism:' followed by two numbered principles explaining knowledge construction and individual meaning creation, with a cartoon figure of a woman in a lab coat on the left.","Social Constructivism Principles, , elements: Title at the top: 'The guiding principles of Social constructivism:' followed by two numbered principles explaining knowledge construction and individual meaning creation, with a cartoon figure of a woman in a lab coat on the left. [Visual Analysis: Network graph with 132 nodes and 251 edges, density 0.03]",,,,,,,,
1423,network_graph,0.9695833333333335,0.3819927379775403,0.6867568,0.10263157894736842,networked,"Network graph with 156 nodes and 296 edges, density 0.02",156.0,296.0,0.024483043837882548,3.7948717948717947,True,4,0.3800207756232687,0.8857168428266491,98672644.54281965,0.21934228750546728,3.6994740328525997,500,0.316081431564911,network_graph,0.9695833333333335,"Herzberg's Two-Factor Theory, Comparison Diagram, elements: Three columns labeled 'Job Dissatisfaction', 'Herzberg’s Two-Factor Principles', and 'Job Satisfaction'. The 'Job Dissatisfaction' column lists hygiene factors, while the 'Job Satisfaction' column lists motivator factors. Arrows indicate the relationship between improving factors and job satisfaction or dissatisfaction.","Herzberg's Two-Factor Theory, Comparison Diagram, elements: Three columns labeled 'Job Dissatisfaction', 'Herzberg’s Two-Factor Principles', and 'Job Satisfaction'. The 'Job Dissatisfaction' column lists hygiene factors, while the 'Job Satisfaction' column lists motivator factors. Arrows indicate the relationship between improving factors and job satisfaction or dissatisfaction. [Visual Analysis: Network graph with 156 nodes and 296 edges, density 0.02]",,,,,,,,
